,Unnamed: 0.1,Unnamed: 0,id_account,client_id,in_default,balance,housing,loan,contact,id_campaign,account_id,day,month,duration,campaign,pdays,previous,id_account.1,age,job,marital,education,monthly_income,id_outcome,campaign_id,poutcome,y,prediction,prob_0,prob_1,expected_revenue
8977,43454,43454,43455,4915136,no,1229,no,no,cellular,43455,43455,12,apr,176,1,-1,0,4915136,31,admin.,married,secondary,1272.1033454076385,43455,43455,unknown,unknown,1,0.35,0.65,826.8671745149651
9021,42754,42754,42755,1872297,no,0,no,no,cellular,42755,42755,27,jan,565,1,-1,0,1872297,54,admin.,married,secondary,1268.0549242249676,42755,42755,unknown,unknown,1,0.35,0.65,824.2357007
9036,41008,41008,41009,4669464,no,994,no,no,cellular,41009,41009,13,aug,185,2,105,3,4669464,36,admin.,single,tertiary,1267.0508314285414,41009,41009,success,unknown,1,0.35,0.65,823.5830404
9107,12842,12842,12843,3894257,no,2146,no,no,cellular,12843,12843,7,jul,206,3,-1,0,3894257,58,blue-collar,married,secondary,1261.0477909297783,12843,12843,unknown,unknown,1,0.35,0.65,819.6810641
9246,18490,18490,18491,3218533,no,1954,no,no,cellular,18491,18491,31,jul,1107,2,-1,0,3218533,40,blue-collar,married,secondary,1249.046146,18491,18491,unknown,unknown,1,0.35,0.65,811.8799948620465
9377,42785,42785,42786,5531967,no,0,no,no,cellular,42786,42786,28,jan,161,1,98,2,5531967,54,admin.,married,secondary,1238.001443934444,42786,42786,failure,yes,1,0.35,0.65,804.7009385573887
9497,28080,28080,28081,3678455,no,350,no,no,cellular,28081,28081,28,jan,91,3,-1,0,3678455,49,technician,single,unknown,1227.4505691369034,28081,28081,unknown,unknown,1,0.35,0.65,797.8428699389872
9554,5750,5750,5751,8261616,no,2064,yes,no,unknown,5751,5751,26,may,165,2,-1,0,8261616,34,admin.,married,secondary,1221.655264,5751,5751,unknown,unknown,1,0.35,0.65,794.0759216606906
9731,21435,21435,21436,9087748,no,1840,yes,no,cellular,21436,21436,18,aug,312,3,-1,0,9087748,51,blue-collar,married,secondary,1207.7959657143094,21436,21436,unknown,no,1,0.35,0.65,785.0673777143012
10067,3600,3600,3601,7395254,no,1,no,no,unknown,3601,3601,15,may,395,2,-1,0,7395254,37,services,married,secondary,1179.1503709741771,3601,3601,unknown,no,1,0.35,0.65,766.4477411332151
10529,23932,23932,23933,6238897,no,257,no,no,cellular,23933,23933,29,aug,186,6,-1,0,6238897,43,admin.,married,secondary,1140.4327886413114,23933,23933,unknown,unknown,1,0.35,0.65,741.2813126168525
11037,45145,45145,45146,2993859,no,441,no,no,cellular,45146,45146,8,nov,106,1,-1,0,2993859,28,services,single,tertiary,1105.540920955247,45146,45146,unknown,unknown,1,0.35,0.65,718.6015986209105
11377,29768,29768,29769,1605646,no,105,no,no,cellular,29769,29769,4,feb,137,1,189,2,1605646,39,services,married,secondary,1081.663994828953,29769,29769,failure,unknown,1,0.35,0.65,703.0815966388195
12794,19839,19839,19840,3874528,no,8229,no,no,cellular,19840,19840,8,aug,784,2,-1,0,3874528,47,blue-collar,married,secondary,987.5323379171684,19840,19840,unknown,unknown,1,0.35,0.65,641.8960196461595
12968,9093,9093,9094,1082274,no,1316,no,no,unknown,9094,9094,5,jun,285,1,-1,0,1082274,42,unknown,single,unknown,976.916887,9094,9094,unknown,unknown,1,0.35,0.65,634.9959765788587
12970,26521,26521,26522,4741224,no,5041,no,no,cellular,26522,26522,20,nov,184,1,-1,0,4741224,47,blue-collar,married,secondary,976.8229847565192,26522,26522,unknown,unknown,1,0.35,0.65,634.9349400917375
13173,42547,42547,42548,8256233,no,5,no,no,cellular,42548,42548,23,dec,282,1,203,1,8256233,30,blue-collar,married,primary,965.2753261054294,42548,42548,success,unknown,1,0.35,0.65,627.4289619685292
13382,17920,17920,17921,4665722,no,7159,no,no,telephone,17921,17921,30,jul,285,2,-1,0,4665722,38,unemployed,single,secondary,950.8158698676368,17921,17921,unknown,unknown,1,0.35,0.65,618.0303154
13426,36868,36868,36869,3962028,no,5058,no,no,cellular,36869,36869,12,may,255,2,357,4,3962028,49,blue-collar,married,secondary,948.5075427,36869,36869,failure,unknown,1,0.35,0.65,616.5299027386357
13500,30682,30682,30683,6802894,no,524,no,no,cellular,30683,30683,6,feb,496,2,-1,0,6802894,27,student,single,tertiary,943.5702329,30683,30683,unknown,unknown,1,0.35,0.65,613.3206513965856
13521,43050,43050,43051,7643762,no,1562,no,no,cellular,43051,43051,15,feb,659,4,-1,0,7643762,28,student,single,tertiary,942.7782893542776,43051,43051,unknown,yes,1,0.35,0.65,612.8058880802805
13644,41639,41639,41640,4484715,no,0,no,no,cellular,41640,41640,28,sep,294,2,105,7,4484715,28,student,single,tertiary,936.3236623431926,41640,41640,other,yes,1,0.35,0.65,608.6103805230753
13645,20078,20078,20079,2707252,no,1894,no,no,cellular,20079,20079,11,aug,153,6,-1,0,2707252,58,blue-collar,married,secondary,936.3128126442764,20079,20079,unknown,unknown,1,0.35,0.65,608.6033282187797
13685,31628,31628,31629,8031069,no,1804,no,no,cellular,31629,31629,6,apr,156,2,-1,0,8031069,26,student,single,tertiary,933.6974238412892,31629,31629,unknown,unknown,1,0.35,0.65,606.9033255
13692,31016,31016,31017,2729256,no,1257,no,no,cellular,31017,31017,10,feb,503,1,-1,0,2729256,61,retired,married,tertiary,933.2495485114956,31017,31017,unknown,unknown,1,0.35,0.65,606.6122065324722
13755,13232,13232,13233,8960344,no,415,no,no,cellular,13233,13233,8,jul,210,2,-1,0,8960344,51,services,single,unknown,929.2199968795018,13233,13233,unknown,unknown,1,0.35,0.65,603.9929979716761
13878,42394,42394,42395,7160042,no,18881,no,no,cellular,42395,42395,2,dec,187,2,-1,0,7160042,44,unknown,single,unknown,921.8168717523776,42395,42395,unknown,unknown,1,0.35,0.65,599.1809666390454
13892,26459,26459,26460,5140263,no,2904,no,no,cellular,26460,26460,20,nov,42,1,-1,0,5140263,33,student,single,tertiary,920.7629804105516,26460,26460,unknown,unknown,1,0.35,0.65,598.4959372668585
13950,39642,39642,39643,2348270,no,255,no,no,cellular,39643,39643,26,may,264,2,-1,0,2348270,26,student,single,tertiary,916.7524692239774,39643,39643,unknown,unknown,1,0.35,0.65,595.8891049955853
14070,29508,29508,29509,2226856,no,1153,no,no,cellular,29509,29509,3,feb,224,1,-1,0,2226856,65,retired,married,tertiary,909.6883417,29509,29509,unknown,unknown,1,0.35,0.65,591.2974220854533
14116,43657,43657,43658,2226558,no,756,no,no,cellular,43658,43658,7,may,116,3,-1,0,2226558,42,admin.,married,unknown,906.9965176,43658,43658,unknown,unknown,1,0.35,0.65,589.5477364279458
14278,33713,33713,33714,3938099,no,1134,no,no,cellular,33714,33714,21,apr,464,4,-1,0,3938099,26,student,single,tertiary,896.5619124330667,33714,33714,unknown,unknown,1,0.35,0.65,582.7652430814934
14425,29983,29983,29984,5308755,no,1032,no,no,telephone,29984,29984,4,feb,63,1,-1,0,5308755,37,unemployed,single,tertiary,888.7101173623496,29984,29984,unknown,unknown,1,0.35,0.65,577.6615762855273
14473,11920,11920,11921,9791191,no,3075,no,no,unknown,11921,11921,20,jun,29,3,-1,0,9791191,37,housemaid,married,unknown,886.1139649076371,11921,11921,unknown,unknown,1,0.35,0.65,575.9740771899641
14482,43140,43140,43141,9140721,no,1852,no,no,telephone,43141,43141,25,feb,371,1,204,3,9140721,33,services,single,secondary,885.7026249563087,43141,43141,other,unknown,1,0.35,0.65,575.7067062216007
14662,10690,10690,10691,1103057,no,4840,no,no,unknown,10691,10691,16,jun,53,1,-1,0,1103057,47,blue-collar,married,secondary,875.6639705265733,10691,10691,unknown,unknown,1,0.35,0.65,569.1815808422726
14929,40571,40571,40572,3227131,no,26452,no,no,telephone,40572,40572,15,jul,219,2,-1,0,3227131,75,retired,married,secondary,861.9808671821918,40572,40572,unknown,no,1,0.35,0.65,560.2875636684247
15073,42261,42261,42262,2800248,no,1854,no,no,cellular,42262,42262,13,nov,131,2,197,1,2800248,43,unemployed,divorced,secondary,853.2881695443638,42262,42262,success,unknown,1,0.35,0.65,554.6373102038365
15546,22321,22321,22322,9559739,no,11305,no,no,cellular,22322,22322,22,aug,118,6,-1,0,9559739,47,blue-collar,married,secondary,825.9113241,22322,22322,unknown,unknown,1,0.35,0.65,536.8423606693356
15720,12008,12008,12009,5708883,no,9716,no,no,unknown,12009,12009,20,jun,86,2,-1,0,5708883,39,housemaid,married,unknown,817.3053957049669,12009,12009,unknown,unknown,1,0.35,0.65,531.2485072082285
15789,10273,10273,10274,4687323,no,1706,no,no,unknown,10274,10274,12,jun,542,3,-1,0,4687323,37,unemployed,single,tertiary,813.6680880511356,10274,10274,unknown,unknown,1,0.35,0.65,528.8842572332381
16737,31055,31055,31056,9512967,no,12114,no,no,telephone,31056,31056,12,feb,165,2,-1,0,9512967,85,retired,married,primary,765.6674438,31056,31056,unknown,unknown,1,0.35,0.65,497.6838384404081
17449,18803,18803,18804,5560844,no,-7,no,no,telephone,18804,18804,31,jul,41,6,-1,0,5560844,42,student,married,unknown,732.9930622426585,18804,18804,unknown,no,0,0.35,0.65,476.44549045772806
17530,42421,42421,42422,3612875,no,3511,no,no,cellular,42422,42422,4,dec,300,3,-1,0,3612875,27,student,single,unknown,728.9537295,42422,42422,unknown,unknown,1,0.35,0.65,473.8199241681022
18315,34362,34362,34363,2510852,no,715,no,no,cellular,34363,34363,4,may,254,4,-1,0,2510852,25,unemployed,married,secondary,693.0973484566204,34363,34363,unknown,unknown,1,0.35,0.65,450.51327649680326
18653,32185,32185,32186,1305776,no,1683,no,no,cellular,32186,32186,15,apr,162,2,-1,0,1305776,30,unemployed,single,tertiary,677.7179590786116,32186,32186,unknown,unknown,1,0.35,0.65,440.51667340109753
19295,43610,43610,43611,7417943,no,1965,no,no,telephone,43611,43611,4,may,714,1,-1,0,7417943,34,unemployed,single,secondary,648.2626518507852,43611,43611,unknown,unknown,1,0.35,0.65,421.3707237030104
236,28498,28498,28499,1256084,no,145,yes,no,cellular,28499,28499,29,jan,57,2,248,38,1256084,49,management,single,tertiary,5519.531744645229,28499,28499,failure,unknown,1,0.36,0.64,3532.5003165729468
277,420,420,421,3727664,no,163,yes,no,unknown,421,421,6,may,496,3,-1,0,3727664,49,management,single,tertiary,5364.466376204897,421,421,unknown,unknown,1,0.36,0.64,3433.258480771134
449,22199,22199,22200,5659217,no,31,no,no,cellular,22200,22200,21,aug,119,4,-1,0,5659217,37,management,married,secondary,4761.159686005789,22200,22200,unknown,unknown,1,0.36,0.64,3047.1421990437047
454,25645,25645,25646,9112640,no,2708,no,no,cellular,25646,25646,19,nov,479,1,-1,0,9112640,30,management,single,tertiary,4751.685321029775,25646,25646,unknown,unknown,1,0.36,0.64,3041.078605459056
456,40557,40557,40558,4236114,no,151,yes,no,cellular,40558,40558,8,jul,97,3,-1,0,4236114,49,management,single,tertiary,4750.500311512887,40558,40558,unknown,yes,1,0.36,0.64,3040.320199368248
459,18996,18996,18997,2025316,no,9720,no,no,cellular,18997,18997,5,aug,81,2,-1,0,2025316,42,management,single,secondary,4746.5541629829495,18997,18997,unknown,no,1,0.36,0.64,3037.794664309088
461,24576,24576,24577,6377737,no,242,no,no,cellular,24577,24577,17,nov,88,2,-1,0,6377737,38,management,married,secondary,4740.360350948771,24577,24577,unknown,unknown,1,0.36,0.64,3033.8306246072134
478,44521,44521,44522,3879096,no,27696,no,no,cellular,44522,44522,11,aug,370,1,91,7,3879096,42,management,married,tertiary,4699.235994477031,44522,44522,success,unknown,1,0.36,0.64,3007.511036
504,25577,25577,25578,9009803,no,0,no,no,cellular,25578,25578,19,nov,106,1,-1,0,9009803,54,management,married,secondary,4639.595200711529,25578,25578,unknown,unknown,1,0.36,0.64,2969.3409284553786
535,40437,40437,40438,4504730,no,9314,no,no,cellular,40438,40438,2,jul,276,2,-1,0,4504730,28,management,single,tertiary,4556.271131976465,40438,40438,unknown,unknown,1,0.36,0.64,2916.0135244649377
610,27608,27608,27609,7007599,no,1257,no,no,cellular,27609,27609,21,nov,64,6,-1,0,7007599,38,management,married,unknown,4369.423342490798,27609,27609,unknown,unknown,1,0.36,0.64,2796.4309391941106
632,43019,43019,43020,4036514,no,27696,no,no,cellular,43020,43020,12,feb,138,2,184,3,4036514,41,management,married,tertiary,4325.358138890337,43020,43020,success,unknown,1,0.36,0.64,2768.229208889816
713,12574,12574,12575,1116962,no,93,no,no,unknown,12575,12575,3,jul,515,2,-1,0,1116962,38,management,married,secondary,4176.068171301702,12575,12575,unknown,unknown,1,0.36,0.64,2672.6836296330894
735,24202,24202,24203,8456243,no,71,no,no,cellular,24203,24203,17,nov,80,1,-1,0,8456243,42,management,married,secondary,4139.739048569981,24203,24203,unknown,unknown,1,0.36,0.64,2649.432991084788
811,28865,28865,28866,4784632,no,163,yes,no,cellular,28866,28866,30,jan,281,2,269,3,4784632,49,management,single,tertiary,4012.274905278161,28866,28866,failure,unknown,1,0.36,0.64,2567.855939378023
822,9006,9006,9007,5561704,no,0,no,no,unknown,9007,9007,5,jun,131,1,-1,0,5561704,36,management,married,unknown,4003.998397056712,9007,9007,unknown,unknown,1,0.36,0.64,2562.558974116296
842,30316,30316,30317,7691365,no,169,no,no,cellular,30317,30317,5,feb,58,1,-1,0,7691365,45,management,married,unknown,3973.570624814027,30317,30317,unknown,unknown,1,0.36,0.64,2543.085199880977
883,45020,45020,45021,9499590,no,9710,no,no,cellular,45021,45021,14,oct,786,2,-1,0,9499590,28,management,single,tertiary,3908.140076745392,45021,45021,unknown,unknown,1,0.36,0.64,2501.209649117051
890,10284,10284,10285,6029883,no,4800,no,no,unknown,10285,10285,12,jun,135,3,-1,0,6029883,39,management,married,unknown,3897.124686313685,10285,10285,unknown,unknown,1,0.36,0.64,2494.1597992407583
894,11366,11366,11367,2043696,no,6313,no,no,unknown,11367,11367,19,jun,39,2,-1,0,2043696,60,management,married,unknown,3894.725067867971,11367,11367,unknown,no,1,0.36,0.64,2492.624043435502
907,10049,10049,10050,2905167,no,5345,no,no,unknown,10050,10050,11,jun,878,3,-1,0,2905167,42,entrepreneur,married,tertiary,3877.063946018977,10050,10050,unknown,unknown,1,0.36,0.64,2481.3209254521453
1024,42639,42639,42640,3871429,no,1579,no,no,cellular,42640,42640,13,jan,163,1,91,3,3871429,28,self-employed,single,tertiary,3743.715837244744,42640,42640,failure,unknown,1,0.36,0.64,2395.9781358366363
1087,19281,19281,19282,6007571,no,2876,no,no,cellular,19282,19282,6,aug,103,4,-1,0,6007571,30,management,single,tertiary,3672.8124301036833,19282,19282,unknown,unknown,1,0.36,0.64,2350.599955266357
1120,43306,43306,43307,2065635,no,76,no,no,cellular,43307,43307,16,mar,261,1,-1,0,2065635,38,management,married,unknown,3638.019233294509,43307,43307,unknown,unknown,1,0.36,0.64,2328.332309308486
1130,40350,40350,40351,9976917,no,442,no,no,cellular,40351,40351,19,jun,474,3,95,3,9976917,28,self-employed,single,tertiary,3625.336702663521,40351,40351,other,yes,1,0.36,0.64,2320.215489704653
1196,23502,23502,23503,4929630,no,58,no,no,telephone,23503,23503,28,aug,75,20,-1,0,4929630,37,management,married,secondary,3553.461601503223,23503,23503,unknown,unknown,1,0.36,0.64,2274.2154249620626
1226,24741,24741,24742,7769832,no,0,no,no,telephone,24742,24742,18,nov,189,1,-1,0,7769832,56,management,married,secondary,3521.959985336131,24742,24742,unknown,unknown,1,0.36,0.64,2254.054390615124
1229,36791,36791,36792,8403524,no,4135,yes,no,cellular,36792,36792,12,may,106,4,-1,0,8403524,35,management,married,secondary,3518.1294913862484,36792,36792,unknown,unknown,1,0.36,0.64,2251.602874487199
1351,25796,25796,25797,4657104,no,763,no,no,cellular,25797,25797,19,nov,360,1,153,2,4657104,39,management,married,secondary,3380.1747750728177,25797,25797,other,unknown,1,0.36,0.64,2163.311856046603
1353,18891,18891,18892,3150214,no,1051,no,no,cellular,18892,18892,4,aug,96,1,-1,0,3150214,45,self-employed,married,secondary,3379.527627389004,18892,18892,unknown,unknown,1,0.36,0.64,2162.8976815289625
1408,27951,27951,27952,6678132,no,36,no,no,telephone,27952,27952,28,jan,55,1,-1,0,6678132,34,self-employed,single,tertiary,3327.861386908812,27952,27952,unknown,unknown,1,0.36,0.64,2129.83128762164
1436,43672,43672,43673,8528743,no,27696,no,no,cellular,43673,43673,12,may,176,2,89,5,8528743,42,management,married,tertiary,3302.698159,43673,43673,success,unknown,1,0.36,0.64,2113.7268220360065
1556,29248,29248,29249,6966210,no,1253,no,no,cellular,29249,29249,2,feb,337,1,-1,0,6966210,39,management,married,unknown,3187.982629278636,29249,29249,unknown,unknown,1,0.36,0.64,2040.3088827383272
1570,42002,42002,42003,5288954,no,0,no,no,cellular,42003,42003,27,oct,298,1,111,8,5288954,56,management,married,secondary,3176.6660877694912,42003,42003,other,unknown,1,0.36,0.64,2033.0662961724745
1585,28454,28454,28455,6350817,no,1000,no,no,cellular,28455,28455,29,jan,71,1,-1,0,6350817,27,self-employed,single,tertiary,3162.159543300854,28455,28455,unknown,unknown,1,0.36,0.64,2023.7821077125463
1649,19977,19977,19978,8989180,no,2900,no,no,cellular,19978,19978,8,aug,147,2,-1,0,8989180,30,management,single,tertiary,3100.956930696015,19978,19978,unknown,unknown,1,0.36,0.64,1984.6124356454495
1682,43002,43002,43003,9006052,no,315,no,no,unknown,43003,43003,11,feb,271,1,-1,0,9006052,48,entrepreneur,single,secondary,3073.948619957718,43003,43003,unknown,unknown,1,0.36,0.64,1967.32711677294
1722,9275,9275,9276,6330439,no,2296,no,no,unknown,9276,9276,5,jun,67,2,-1,0,6330439,46,management,married,unknown,3044.004881198729,9276,9276,unknown,unknown,1,0.36,0.64,1948.1631239671865
1730,2109,2109,2110,7165589,no,196,yes,no,unknown,2110,2110,12,may,325,3,-1,0,7165589,42,management,single,tertiary,3036.1957086956563,2110,2110,unknown,unknown,1,0.36,0.64,1943.16525356522
1771,20564,20564,20565,7120606,no,720,no,no,cellular,20565,20565,12,aug,234,4,-1,0,7120606,32,technician,single,tertiary,3003.481585432686,20565,20565,unknown,unknown,1,0.36,0.64,1922.2282146769192
1823,32800,32800,32801,3276429,no,520,yes,no,cellular,32801,32801,17,apr,401,1,248,4,3276429,34,management,married,tertiary,2949.3730598520074,32801,32801,success,unknown,1,0.36,0.64,1887.5987583052847
1908,22272,22272,22273,6258905,no,38,no,no,cellular,22273,22273,21,aug,94,13,-1,0,6258905,37,management,married,secondary,2897.112690941446,22273,22273,unknown,unknown,1,0.36,0.64,1854.1521222025256
1939,19816,19816,19817,7977171,no,1216,no,no,cellular,19817,19817,8,aug,150,4,-1,0,7977171,31,entrepreneur,married,tertiary,2870.706428708465,19817,19817,unknown,unknown,1,0.36,0.64,1837.2521143734173
1986,21337,21337,21338,4281905,no,389,no,no,telephone,21338,21338,18,aug,79,2,-1,0,4281905,33,technician,single,tertiary,2834.151847046591,21338,21338,unknown,unknown,1,0.36,0.64,1813.857182109818
1993,23678,23678,23679,9671890,no,723,no,no,cellular,23679,23679,28,aug,68,27,-1,0,9671890,32,technician,single,tertiary,2829.5934132699417,23679,23679,unknown,unknown,1,0.36,0.64,1810.9397844927628
2023,19189,19189,19190,4855319,no,84,no,no,cellular,19190,19190,6,aug,157,4,-1,0,4855319,31,self-employed,single,tertiary,2813.1344238478573,19190,19190,unknown,unknown,1,0.36,0.64,1800.4060312626286
2028,22265,22265,22266,7402848,no,316,no,no,cellular,22266,22266,21,aug,126,3,-1,0,7402848,33,technician,single,tertiary,2811.5720353653983,22266,22266,unknown,no,1,0.36,0.64,1799.406102633855
2150,43950,43950,43951,8058626,no,705,no,no,cellular,43951,43951,17,jun,544,1,-1,0,8058626,32,technician,single,tertiary,2735.279504027623,43951,43951,unknown,unknown,1,0.36,0.64,1750.5788825776783
2161,31205,31205,31206,9752085,no,356,no,no,cellular,31206,31206,2,mar,76,2,-1,0,9752085,28,technician,single,tertiary,2728.766438200727,31206,31206,unknown,no,1,0.36,0.64,1746.4105204484654
2182,40923,40923,40924,1701350,no,905,no,no,cellular,40924,40924,12,aug,90,1,68,1,1701350,49,technician,married,secondary,2712.3210496950583,40924,40924,success,unknown,1,0.36,0.64,1735.8854718048374
2308,44792,44792,44793,3328081,no,3585,no,no,cellular,44793,44793,15,sep,506,3,-1,0,3328081,40,entrepreneur,married,tertiary,2635.595608033253,44793,44793,unknown,unknown,1,0.36,0.64,1686.781189141282
2324,17077,17077,17078,2707971,no,475,no,no,cellular,17078,17078,25,jul,141,3,-1,0,2707971,36,entrepreneur,single,secondary,2625.4994728810448,17078,17078,unknown,no,1,0.36,0.64,1680.3196626438687
2358,27034,27034,27035,3256219,no,641,no,no,cellular,27035,27035,21,nov,501,3,-1,0,3256219,47,management,married,unknown,2608.396590617806,27035,27035,unknown,unknown,1,0.36,0.64,1669.373817995396
2475,44456,44456,44457,9618512,no,347,no,no,cellular,44457,44457,6,aug,385,4,-1,0,9618512,27,self-employed,single,tertiary,2550.368832,44457,44457,unknown,unknown,1,0.36,0.64,1632.236052250867
2494,42572,42572,42573,8536071,no,2724,no,no,cellular,42573,42573,28,dec,893,1,-1,0,8536071,44,management,married,unknown,2537.4517654241845,42573,42573,unknown,unknown,1,0.36,0.64,1623.969129871478
2501,10101,10101,10102,8149070,no,2585,no,no,unknown,10102,10102,11,jun,64,1,-1,0,8149070,49,technician,single,tertiary,2535.0070605366163,10102,10102,unknown,unknown,1,0.36,0.64,1622.4045187434344
2632,9614,9614,9615,8918067,no,204,no,no,unknown,9615,9615,6,jun,97,5,-1,0,8918067,57,technician,divorced,secondary,2478.038531225426,9615,9615,unknown,unknown,1,0.36,0.64,1585.944659984273
2734,11656,11656,11657,9408743,no,610,no,no,unknown,11657,11657,20,jun,241,2,-1,0,9408743,39,technician,single,tertiary,2430.544698115436,11657,11657,unknown,unknown,1,0.36,0.64,1555.5486067938791
2881,12927,12927,12928,1341191,no,-354,yes,yes,cellular,12928,12928,7,jul,98,1,-1,0,1341191,58,technician,divorced,secondary,2366.24476,12928,12928,unknown,unknown,1,0.36,0.64,1514.3966465103615
3144,24582,24582,24583,1800394,no,572,no,no,cellular,24583,24583,17,nov,80,2,-1,0,1800394,43,technician,single,unknown,2262.4580949969977,24583,24583,unknown,unknown,1,0.36,0.64,1447.9731807980786
3154,23770,23770,23771,7219180,no,-50,no,no,cellular,23771,23771,28,aug,433,12,-1,0,7219180,60,technician,divorced,secondary,2259.204103576537,23771,23771,unknown,unknown,1,0.36,0.64,1445.8906262889836
3180,10080,10080,10081,1132006,no,555,no,no,unknown,10081,10081,11,jun,240,9,-1,0,1132006,27,technician,single,unknown,2249.9696330082534,10081,10081,unknown,unknown,1,0.36,0.64,1439.9805651252825
3225,573,573,574,8508525,no,0,no,no,unknown,574,574,6,may,195,1,-1,0,8508525,52,technician,married,unknown,2229.3252572312945,574,574,unknown,unknown,1,0.36,0.64,1426.7681646280284
3258,21010,21010,21011,4296168,no,316,no,no,cellular,21011,21011,14,aug,200,4,-1,0,4296168,59,technician,married,secondary,2214.469690393524,21011,21011,unknown,unknown,1,0.36,0.64,1417.2606018518554
3346,26933,26933,26934,8938290,no,2237,no,no,cellular,26934,26934,21,nov,149,5,-1,0,8938290,54,technician,single,secondary,2183.466158845143,26934,26934,unknown,unknown,1,0.36,0.64,1397.4183416608917
3448,40167,40167,40168,7252027,no,5763,no,yes,cellular,40168,40168,5,jun,271,2,92,2,7252027,29,technician,single,secondary,2147.8623085735726,40168,40168,success,unknown,1,0.36,0.64,1374.6318774870865
3551,12200,12200,12201,8904184,no,2816,no,no,unknown,12201,12201,20,jun,492,3,-1,0,8904184,52,technician,divorced,secondary,2117.636157989228,12201,12201,unknown,unknown,1,0.36,0.64,1355.287141113106
3665,44572,44572,44573,6939200,no,484,yes,no,cellular,44573,44573,16,aug,205,3,182,9,6939200,33,technician,married,secondary,2087.087019805294,44573,44573,success,unknown,1,0.36,0.64,1335.7356926753882
3704,38267,38267,38268,9230857,no,-234,yes,no,cellular,38268,38268,15,may,24,7,-1,0,9230857,32,technician,single,secondary,2077.300794413132,38268,38268,unknown,unknown,1,0.36,0.64,1329.4725084244044
3818,9938,9938,9939,1760961,no,3571,no,no,unknown,9939,9939,9,jun,222,3,-1,0,1760961,40,entrepreneur,married,tertiary,2050.5932953598776,9939,9939,unknown,no,1,0.36,0.64,1312.3797090303217
3855,26085,26085,26086,5192594,no,217,no,no,cellular,26086,26086,19,nov,501,4,-1,0,5192594,31,self-employed,single,tertiary,2042.9737929241933,26086,26086,unknown,unknown,1,0.36,0.64,1307.5032274714838
3941,27993,27993,27994,6628528,no,3473,no,no,cellular,27994,27994,28,jan,112,1,-1,0,6628528,32,admin.,married,secondary,2022.422119363552,27994,27994,unknown,unknown,1,0.36,0.64,1294.3501563926732
3952,19901,19901,19902,9062621,no,340,no,no,cellular,19902,19902,8,aug,348,2,-1,0,9062621,33,technician,single,tertiary,2019.1688438041824,19902,19902,unknown,unknown,1,0.36,0.64,1292.2680600346769
3974,21408,21408,21409,3919910,no,4414,no,no,cellular,21409,21409,18,aug,504,7,-1,0,3919910,46,technician,single,tertiary,2014.120272424046,21409,21409,unknown,unknown,1,0.36,0.64,1289.0369743513895
4183,21637,21637,21638,1610831,no,8413,no,no,cellular,21638,21638,19,aug,131,6,-1,0,1610831,49,admin.,married,tertiary,1967.3218922819087,21638,21638,unknown,unknown,1,0.36,0.64,1259.0860110604217
4230,9844,9844,9845,1182891,no,776,no,no,unknown,9845,9845,9,jun,67,1,-1,0,1182891,55,technician,single,unknown,1954.4038841210013,9845,9845,unknown,unknown,1,0.36,0.64,1250.818485837441
4257,20182,20182,20183,3722015,no,370,no,no,cellular,20183,20183,11,aug,116,2,-1,0,3722015,34,technician,single,tertiary,1947.8184170581485,20183,20183,unknown,unknown,1,0.36,0.64,1246.603786917215
4541,19177,19177,19178,1591953,no,-123,no,no,cellular,19178,19178,5,aug,131,2,-1,0,1591953,58,technician,divorced,secondary,1890.4837074746008,19178,19178,unknown,no,1,0.36,0.64,1209.9095727837446
4601,28854,28854,28855,5702014,no,1803,no,no,cellular,28855,28855,30,jan,188,2,-1,0,5702014,47,self-employed,married,secondary,1880.4880785382688,28855,28855,unknown,unknown,1,0.36,0.64,1203.512370264492
4645,20395,20395,20396,7921203,no,1039,no,no,cellular,20396,20396,11,aug,342,3,-1,0,7921203,34,technician,single,tertiary,1874.050093078208,20396,20396,unknown,unknown,1,0.36,0.64,1199.392059570053
4734,33728,33728,33729,2409132,no,509,no,no,cellular,33729,33729,22,apr,71,7,-1,0,2409132,44,technician,single,unknown,1852.6635952234544,33729,33729,unknown,unknown,1,0.36,0.64,1185.704700943011
4813,41476,41476,41477,7593708,no,44,no,no,cellular,41477,41477,7,sep,310,2,96,2,7593708,35,self-employed,single,tertiary,1839.0640581613425,41477,41477,other,no,1,0.36,0.64,1177.0009972232592
4818,41806,41806,41807,2321501,no,1579,no,no,cellular,41807,41807,14,oct,122,3,-1,0,2321501,28,self-employed,single,tertiary,1838.0558041855827,41807,41807,unknown,unknown,1,0.36,0.64,1176.355714678773
4826,15309,15309,15310,1166152,no,2374,no,no,cellular,15310,15310,18,jul,83,2,-1,0,1166152,48,technician,single,secondary,1836.4047676904604,15310,15310,unknown,unknown,1,0.36,0.64,1175.2990513218947
4888,41825,41825,41826,7953754,no,2149,yes,no,cellular,41826,41826,15,oct,241,1,183,2,7953754,47,technician,married,secondary,1826.764917055753,41826,41826,success,unknown,1,0.36,0.64,1169.129546915682
4954,22730,22730,22731,4221848,no,283,no,no,cellular,22731,22731,25,aug,272,4,-1,0,4221848,59,technician,married,secondary,1812.6340896849456,22731,22731,unknown,unknown,1,0.36,0.64,1160.0858173983652
